,gt_config,relocation,recency,weighted,augmented,features,epoch,rs,model,fn,r2,r2_mean_wi,r2_std_wi,rmse,rmse_mean_wi,rmse_std_wi,nrmse,nrmse_mean_wi,nrmse_std_wi,mse,mse_mean_wi,mse_std_wi,country
69,DHS2019_MIS2016_all_none,none,ON,yes,no,OCI,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-OCI/weighted/test_pred_xgb.csv,0.40753218162598953,0.6680294213608811,0.147034941891098,6.157565622393826,9.118753137240443,3.196378107547209,0.7478133593355878,0.5745924919117108,0.9210342267594647,46.684245892169756,83.15165877793243,10.216833006407079,Sierra Leone
70,DHS2019_MIS2016_all_none,none,ON,yes,no,OCI,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-OCI/weighted/test_pred_xgb.csv,0.4927145577710869,0.7485185920968012,0.23691052344537267,5.458385690208708,7.905580086277553,3.011191294139863,0.6856335455109881,0.5001071810716835,0.8711599099502928,35.782734755225945,62.4981965005482,9.067273009903701,Sierra Leone
71,DHS2019_MIS2016_all_none,none,ON,yes,no,OCI,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-OCI/weighted/test_pred_xgb.csv,0.5434056924089767,0.7493668119723293,0.3374445728456241,5.353189558384096,7.860869856439364,2.845509260328828,0.6555055601224233,0.49926306469157555,0.811748055553271,34.94509892524707,61.793274899877034,8.096922950617115,Sierra Leone
72,DHS2019_MIS2016_all_none,none,ON,yes,no,OSM,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-OSM/weighted/test_pred_xgb.csv,0.5094640191166507,0.7622845553094468,0.25664348292385464,5.350170193085508,7.716393394697137,2.983946991473879,0.6730245463407789,0.4862267507958729,0.859822341885685,34.22333333482581,59.542727021725604,8.903939647926013,Sierra Leone
73,DHS2019_MIS2016_all_none,none,ON,yes,no,OSM,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-OSM/weighted/test_pred_xgb.csv,0.5230795437922362,0.7456755925768409,0.3004834950076314,5.416586858364456,7.950140826402356,2.883032890326556,0.6685044152477657,0.5029260945337032,0.8340827359618282,35.75830890316711,63.20473915962953,8.311878646704697,Sierra Leone
74,DHS2019_MIS2016_all_none,none,ON,yes,no,OSM,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-OSM/weighted/test_pred_xgb.csv,0.4933407543574322,0.7142489041776012,0.27243260453726315,5.687695042185459,8.393542027182747,2.9818480571881714,0.6918681310727071,0.5330943766580755,0.8506418854873387,39.67148279911997,70.45154776208307,8.891417836156872,Sierra Leone
75,MIS2016_all_none,none,O-O,no,no,images,1,948692398,CNN,MIS2016_all_none/epoch1-rs948692398/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,-0.01999680953237082,0.3607568727680186,-0.40075049183276024,8.091957541580099,12.380442567470487,3.8034725156897116,0.9846202342447385,0.7939551312667931,1.1752853372226841,83.87088067202113,153.27535816643524,14.466403177607024,Sierra Leone
76,MIS2016_all_none,none,O-O,no,no,images,2,115620402,CNN,MIS2016_all_none/epoch2-rs115620402/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.41191085425819723,0.5009249239405369,0.3228967845758576,6.816208715478683,10.976155396427984,2.6562620345293815,0.7593289481018678,0.7015293848306424,0.8171285113730932,63.765857641308656,120.47598728653514,7.055727996082168,Sierra Leone
77,MIS2016_all_none,none,O-O,no,no,images,3,3150836763,CNN,MIS2016_all_none/epoch3-rs3150836763/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.2774763154163869,0.3352594255471736,0.2196932052856002,7.973800371582165,12.719562195925306,3.228038547239023,0.8434142309534332,0.809634526483595,0.8771939354232714,86.1037476592366,161.78726245601217,10.420232862461024,Sierra Leone
78,MIS2016_all300_none,none,O300,no,no,images,1,618071224,CNN,MIS2016_all300_none/epoch1-rs618071224/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.43244094191253357,0.5209049790842541,0.343976904740813,6.622457931739221,10.574691579273328,2.6702242842051143,0.7452599388120928,0.6868219043436756,0.8036979732805102,59.47709986235646,111.82410199675421,7.130097727958715,Sierra Leone
79,MIS2016_all300_none,none,O300,no,no,images,2,140365024,CNN,MIS2016_all300_none/epoch2-rs140365024/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3375093322277799,0.46074033321135854,0.21427833124420126,7.330628095170185,11.612852940128924,3.0484032502114466,0.8041183959787697,0.7286723298044618,0.8795644621530775,72.07555789248035,134.85835340906098,9.292762375899713,Sierra Leone
80,MIS2016_all300_none,none,O300,no,no,images,3,1635409439,CNN,MIS2016_all300_none/epoch3-rs1635409439/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.5028052445098303,0.6083211667153059,0.3972893223043549,6.37724424828619,9.809466362430351,2.945022134142029,0.6954165019871162,0.6207748647842021,0.7700581391900304,52.449392843119504,96.22563031565254,8.673155370586471,Sierra Leone
81,DHS2019_all_none,none,N-N,no,no,images,1,1248639155,CNN,DHS2019_all_none/epoch1-rs1248639155/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3699166628976108,0.5449569037247886,0.1948764220704331,6.871721061576052,10.631888579542114,3.111553543609989,0.7824731602536352,0.6716036704541853,0.8933426500530852,61.35941011127495,113.03705476779801,9.681765454751877,Sierra Leone
82,DHS2019_all_none,none,N-N,no,no,images,2,1385043576,CNN,DHS2019_all_none/epoch2-rs1385043576/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4691240430095552,0.6601691116611011,0.2780789743580092,6.189573005262951,9.16571993919986,3.2134260713260425,0.7131561514036919,0.5803877287074323,0.8459245740999515,47.168264559861896,84.01042200384587,10.326107115877923,Sierra Leone
83,DHS2019_all_none,none,N-N,no,no,images,3,879049882,CNN,DHS2019_all_none/epoch3-rs879049882/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4257097759221349,0.6261424945443292,0.22527705729994052,6.624071711467414,9.732126545312171,3.516016877622655,0.7425328693730681,0.6087512247654439,0.8763145139806923,53.53833088884859,94.71428709396982,12.362374683727365,Sierra Leone
84,DHS2019_all300_none,none,N300,no,no,images,1,4227660110,CNN,DHS2019_all300_none/epoch1-rs4227660110/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4619724882844341,0.6640387110877679,0.2599062654811003,6.440085582169698,9.448318015993818,3.431853148345578,0.7143075543239923,0.5750755548386477,0.8535395538093368,50.52416468158141,89.27071333135336,11.777616031809455,Sierra Leone
85,DHS2019_all300_none,none,N300,no,no,images,2,224841424,CNN,DHS2019_all300_none/epoch2-rs224841424/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.35149650971605695,0.6033038806313408,0.09968913880077312,6.661256584873034,10.349015114732225,2.973498055013843,0.7830529625969713,0.6248194583791039,0.9412864668148389,57.97190226406359,107.10211384495607,8.841690683171107,Sierra Leone
86,DHS2019_all300_none,none,N300,no,no,images,3,943592249,CNN,DHS2019_all300_none/epoch3-rs943592249/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.27649032852187616,0.4104385740144092,0.14254208302934313,7.837767278420476,12.427000019808986,3.2485345370319667,0.8402671040521756,0.761806752860964,0.9187274552433873,82.49165306531101,154.43032949233253,10.552976638289493,Sierra Leone
87,DHS2019_MIS2016_oldest_none,none,O-N,no,no,images,1,4191627808,CNN,DHS2019_MIS2016_oldest_none/epoch1-rs4191627808/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.25172314664560036,0.4411314547916144,0.0623148384995863,7.636117613977992,11.840290686085321,3.4319445418706613,0.8571877734291393,0.7469037357980781,0.9674718110602004,75.98536343473732,140.19248353099883,11.778243338475825,Sierra Leone
88,DHS2019_MIS2016_oldest_none,none,O-N,no,no,images,2,1934910254,CNN,DHS2019_MIS2016_oldest_none/epoch2-rs1934910254/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.23878151153440114,0.4337270407754533,0.04383598229334895,7.692032129595283,11.918468227101034,3.4655960320895325,0.8643967632780918,0.7518352952494659,0.9769582313067176,77.0301203690258,142.04988488041687,12.01035585763471,Sierra Leone
89,DHS2019_MIS2016_oldest_none,none,O-N,no,no,images,3,4107611972,CNN,DHS2019_MIS2016_oldest_none/epoch3-rs4107611972/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.2579295485358209,0.4313960041644286,0.08446309290721321,7.66707238773662,11.942973947178533,3.391170828294706,0.8546793879993126,0.7533811537388877,0.9559776222597375,77.06733314483108,142.63462670298517,11.500039586677003,Sierra Leone
90,DHS2019_MIS2016_all_none,none,ON,no,no,images,1,1752564409,CNN,DHS2019_MIS2016_all_none/epoch1-rs1752564409/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.45967487495702725,0.7111596378020506,0.2081901121120039,5.792725226799422,8.50578892675766,3.079661526841184,0.7116853519286936,0.5359682822359807,0.8874024216214067,40.9163801932295,72.34844526655323,9.484315119905775,Sierra Leone
91,DHS2019_MIS2016_all_none,none,ON,no,no,images,2,1354146755,CNN,DHS2019_MIS2016_all_none/epoch2-rs1354146755/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4267441692312781,0.6274846892269347,0.22600364923562155,6.327178912405008,9.621723330741169,3.032634494068847,0.7430170145518511,0.6086704428358222,0.8773635862678799,50.88721591397258,92.57755985332895,9.196871974616212,Sierra Leone
92,DHS2019_MIS2016_all_none,none,ON,no,no,images,3,1924663743,CNN,DHS2019_MIS2016_all_none/epoch3-rs1924663743/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.39528931433112313,0.6799008098051803,0.11067781885706596,6.090193459573481,8.883694285711023,3.2966926334359385,0.7523419040932984,0.5642251450370815,0.9404586631495151,44.89410324066273,78.92002416197468,10.868182319350783,Sierra Leone
93,MIS2016_all_rc,rc,O-O,no,no,images,1,948692398,CNN,MIS2016_all_rc/epoch1-rs948692398/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.09654156394297209,0.34888921005137985,-0.15580608216543568,7.974895750455127,12.494836635169728,3.4549548657405262,0.9344417259607347,0.8012911983372007,1.0675922535842688,84.02882783194185,156.12094253957957,11.936713124304138,Sierra Leone
94,MIS2016_all_rc,rc,O-O,no,no,images,2,115620402,CNN,MIS2016_all_rc/epoch2-rs115620402/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4587357055238792,0.5202370272004966,0.39723438384726184,6.633953110661244,10.761694756986593,2.5062114643358937,0.7293958978086228,0.687822359463029,0.7709694361542164,61.04758497326068,115.8140740425527,6.281095903968664,Sierra Leone
95,MIS2016_all_rc,rc,O-O,no,no,images,3,3150836763,CNN,MIS2016_all_rc/epoch3-rs3150836763/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.20507272730966336,0.33490591890708743,0.07523953571223929,8.118548342638086,12.722943855047676,3.514152830228497,0.8823965031799998,0.8098497782304788,0.954943228129521,87.1112852264492,161.87330033869543,12.349270114202955,Sierra Leone
96,MIS2016_all300_rc,rc,O300,no,no,images,1,618071224,CNN,MIS2016_all300_rc/epoch1-rs618071224/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3876184788699026,0.46085686864268605,0.3143800890971191,6.973812879644237,11.21783168027042,2.729794079018055,0.7751105955278631,0.728593591547527,0.8216275995081992,66.64576166036035,125.83974760687867,7.451775713842031,Sierra Leone
97,MIS2016_all300_rc,rc,O300,no,no,images,2,140365024,CNN,MIS2016_all300_rc/epoch2-rs140365024/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.40657927812320865,0.48310301795400445,0.33005553829241285,7.092189823463772,11.36951542222777,2.814864224699774,0.7627921998770568,0.7134036170245771,0.8121807827295365,68.59467076988489,129.26588093627512,7.923460603494658,Sierra Leone
98,MIS2016_all300_rc,rc,O300,no,no,images,3,1635409439,CNN,MIS2016_all300_rc/epoch3-rs1635409439/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.43483822210176415,0.5910945509530683,0.27858189325046,6.622439140331069,10.022862674606145,3.222015606055994,0.7383825402277208,0.6342792759256412,0.8424858045298004,55.4195803798407,100.45777619401304,10.381384565668375,Sierra Leone
99,DHS2019_all_rc,rc,N-N,no,no,images,1,1248639155,CNN,DHS2019_all_rc/epoch1-rs1248639155/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.38240148932039725,0.5429251296727842,0.22187784896801033,6.857265212376378,10.655597912063877,3.0589325126888784,0.7756681241935233,0.673101360598933,0.8782348877881135,61.44941749038257,113.54176686358005,9.357068117185095,Sierra Leone
100,DHS2019_all_rc,rc,N-N,no,no,images,2,1385043576,CNN,DHS2019_all_rc/epoch2-rs1385043576/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4208581840987449,0.6124617155747989,0.22925465262269096,6.554139242312006,9.7879662669728,3.320312217651212,0.7469256823471624,0.6197893398485429,0.874062024845782,53.41437843304069,95.80428364339747,11.02447322268391,Sierra Leone
101,DHS2019_all_rc,rc,N-N,no,no,images,3,879049882,CNN,DHS2019_all_rc/epoch3-rs879049882/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4435103646286113,0.6272199387737938,0.25980079048342886,6.577437561820828,9.718092602855814,3.4367825207858425,0.7322199649870544,0.6078733919897582,0.8565665379843507,53.12639896642999,94.44132383768088,11.81147409517909,Sierra Leone
102,DHS2019_all300_rc,rc,N300,no,no,images,1,4227660110,CNN,DHS2019_all300_rc/epoch1-rs4227660110/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4578599168272343,0.6473691327631222,0.2683507008913464,6.546049974105095,9.679881611767923,3.4122183364422667,0.7189129618948398,0.5891697632569932,0.8486561605326863,52.671670996697806,93.70010801784278,11.64323397555283,Sierra Leone
103,DHS2019_all300_rc,rc,N300,no,no,images,2,224841424,CNN,DHS2019_all300_rc/epoch2-rs224841424/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3472780352589876,0.5711608262504193,0.12339524426755588,6.847106571609873,10.760123859028608,2.9340892841911383,0.7892256683271766,0.64964005629093,0.9288112803634232,62.19457269462099,115.7802654616367,8.608879927605265,Sierra Leone
104,DHS2019_all300_rc,rc,N300,no,no,images,3,943592249,CNN,DHS2019_all300_rc/epoch3-rs943592249/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.2022102767694619,0.3459325948283932,0.058487958710530585,8.24661628673436,13.08919754513119,3.40403502833753,0.8825530735336826,0.8024011477844484,0.962704999282917,91.45727342480865,171.3270923754684,11.587454474148888,Sierra Leone
105,DHS2019_MIS2016_oldest_rc,rc,O-N,no,no,images,1,4191627808,CNN,DHS2019_MIS2016_oldest_rc/epoch1-rs4191627808/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.27962523897516717,0.436436295171584,0.12281418277875034,7.604653624872134,11.88992291469379,3.319384335050479,0.8428877419463152,0.7500346130667599,0.9357408708258704,76.19428964056948,141.37026691736045,11.01831236377851,Sierra Leone
106,DHS2019_MIS2016_oldest_rc,rc,O-N,no,no,images,2,1934910254,CNN,DHS2019_MIS2016_oldest_rc/epoch2-rs1934910254/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.19264762128891022,0.4157268235827596,-0.030431581004939146,7.852041760387621,12.106413561185787,3.5976699595894557,0.8889406514949783,0.7636911758080988,1.0141901271818576,79.75423922629778,146.56524931446316,12.943229138132397,Sierra Leone
107,DHS2019_MIS2016_oldest_rc,rc,O-N,no,no,images,3,4107611972,CNN,DHS2019_MIS2016_oldest_rc/epoch3-rs4107611972/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3022005776231912,0.4227915150889795,0.18160964015740289,7.619604656540448,12.03299910847152,3.206210204609376,0.8314484718110581,0.7590600792879518,0.9038368643341643,77.53642571030885,144.7930675444764,10.279783876141298,Sierra Leone
108,DHS2019_MIS2016_all_rc,rc,ON,no,no,images,1,1752564409,CNN,DHS2019_MIS2016_all_rc/epoch1-rs1752564409/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4480952408393987,0.6816134777115612,0.21457700396723622,5.998726543946571,8.930237282325539,3.067215805567603,0.7232649463485405,0.5627136973868266,0.8838161953102545,44.57847535828037,79.74913791863703,9.407812797923718,Sierra Leone
109,DHS2019_MIS2016_all_rc,rc,ON,no,no,images,2,1354146755,CNN,DHS2019_MIS2016_all_rc/epoch2-rs1354146755/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.44317801215792907,0.6390592199833429,0.24729680433251522,6.230846405293478,9.471064130625349,2.990628679961609,0.732175365958498,0.5991397383144396,0.8652109936025564,49.322457833913504,89.7010557664181,8.943859901408915,Sierra Leone
110,DHS2019_MIS2016_all_rc,rc,ON,no,no,images,3,1924663743,CNN,DHS2019_MIS2016_all_rc/epoch3-rs1924663743/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4256856094215746,0.6343267557483376,0.2170444630948115,6.294165774462844,9.495064286272584,3.0932672626531033,0.7427407839268964,0.6030547485943542,0.8824268192594386,49.862274079325246,90.15624580044907,9.568302358201423,Sierra Leone
111,MIS2016_all_ruc,ruc,O-O,no,no,images,1,948692398,CNN,MIS2016_all_ruc/epoch1-rs948692398/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.1020645380281901,0.3891210376865152,-0.18499196163013498,7.800480621609715,12.10265687232911,3.498304370890321,0.9285640926566098,0.7761407941097758,1.0809873912034438,79.35621842036267,146.47430336933502,12.238133471390325,Sierra Leone
112,MIS2016_all_ruc,ruc,O-O,no,no,images,2,115620402,CNN,MIS2016_all_ruc/epoch2-rs115620402/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3769591384388799,0.4307193011975726,0.3231989756801872,7.189223548575957,11.722777873526693,2.6556692236252215,0.7830975605456918,0.7492489722583353,0.8169461488330482,72.2380500486786,137.423521072047,7.0525790253101865,Sierra Leone
113,MIS2016_all_ruc,ruc,O-O,no,no,images,3,3150836763,CNN,MIS2016_all_ruc/epoch3-rs3150836763/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.24714459703233815,0.30649585007640745,0.18779334398826886,8.142599388419875,12.991838143490753,3.2933606333489953,0.8609551611318548,0.8269656267592509,0.8949446955044587,89.81704130397706,168.78785834666124,10.846224261292894,Sierra Leone
114,MIS2016_all300_ruc,ruc,O300,no,no,images,1,618071224,CNN,MIS2016_all300_ruc/epoch1-rs618071224/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3582611619080671,0.4123974134968742,0.30412491031926003,7.230630929151503,11.711128069710615,2.750133788592391,0.7941912708723708,0.7606329908114492,0.8277495509332924,72.3568782601607,137.15052066516387,7.5632358551575365,Sierra Leone
115,MIS2016_all300_ruc,ruc,O300,no,no,images,2,140365024,CNN,MIS2016_all300_ruc/epoch2-rs140365024/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.41365396933327175,0.5267985242427098,0.3005094144238337,6.877307480456939,10.878349357511965,2.876265603401914,0.756240744915094,0.682584392623602,0.8298970972065859,63.30569428269698,118.33848474408099,8.272903821312976,Sierra Leone
116,MIS2016_all300_ruc,ruc,O300,no,no,images,3,1635409439,CNN,MIS2016_all300_ruc/epoch3-rs1635409439/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.46918432459811166,0.5464307117698711,0.3919379374263522,6.757067391225929,10.556067318814092,2.9580674636377657,0.7207457002091412,0.6680221961499467,0.7734692042683357,60.09036017938365,111.43055723933493,8.750163119432365,Sierra Leone
117,DHS2019_all_ruc,ruc,N-N,no,no,images,1,1248639155,CNN,DHS2019_all_ruc/epoch1-rs1248639155/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.31761186736668867,0.5638950898376892,0.07132864489568813,6.87503489293271,10.408296129124954,3.3417736567404654,0.808459801953808,0.6574796031012826,0.9594400008063333,59.75003974222102,108.3326283115575,11.167451172884542,Sierra Leone
118,DHS2019_all_ruc,ruc,N-N,no,no,images,2,1385043576,CNN,DHS2019_all_ruc/epoch2-rs1385043576/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4572829884844688,0.632487540691496,0.28207843627744156,6.368115305481698,9.531718135651355,3.2045124753120406,0.7235707022240315,0.603563307206293,0.84357809724177,50.56127541096771,90.85365061750493,10.268900204430501,Sierra Leone
119,DHS2019_all_ruc,ruc,N-N,no,no,images,3,879049882,CNN,DHS2019_all_ruc/epoch3-rs879049882/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.43077426758815296,0.6491005610894889,0.21244797408681704,6.486791808764723,9.42857439848844,3.545009219041006,0.7366521246487752,0.5897638287118921,0.8835404205856581,50.732552775458686,88.89801518783165,12.567090363085724,Sierra Leone
120,DHS2019_all300_ruc,ruc,N300,no,no,images,1,4227660110,CNN,DHS2019_all300_ruc/epoch1-rs4227660110/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.39269067948320835,0.6123776630023223,0.17300369596409437,6.888269194115923,10.14879034685105,3.6277480413807965,0.7599854201432823,0.6177100759920375,0.9022607642945272,58.07925067803963,102.99794550433705,13.160555851742206,Sierra Leone
121,DHS2019_all300_ruc,ruc,N300,no,no,images,2,224841424,CNN,DHS2019_all300_ruc/epoch2-rs224841424/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3896601962169066,0.5931480966166616,0.18617229581715167,6.653863577022788,10.480650078164352,2.827077075881224,0.7638512660570711,0.6327668896702546,0.8949356424438875,58.91819542694978,109.84402606092642,7.992364792973133,Sierra Leone
122,DHS2019_all300_ruc,ruc,N300,no,no,images,3,943592249,CNN,DHS2019_all300_ruc/epoch3-rs943592249/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.22173447801053747,0.3843713331401415,0.059097622880933454,8.050844474696309,12.698756219364007,3.4029327300286116,0.8704296775830067,0.7784661000584245,0.962393255107589,86.41918034196802,161.25840951883606,11.579951165099981,Sierra Leone
123,DHS2019_MIS2016_oldest_ruc,ruc,O-N,no,no,images,1,4191627808,CNN,DHS2019_MIS2016_oldest_ruc/epoch1-rs4191627808/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.2647009163080513,0.4698356880072291,0.05956614460887355,7.48459360374094,11.532216211985594,3.4369709954962877,0.8481793512549611,0.7274699244407666,0.9688887780691556,72.40239019193305,132.99201075998337,11.812769623882744,Sierra Leone
124,DHS2019_MIS2016_oldest_ruc,ruc,O-N,no,no,images,2,1934910254,CNN,DHS2019_MIS2016_oldest_ruc/epoch2-rs1934910254/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.27243391919306564,0.37795400229547527,0.16691383609065602,7.863244752573719,12.49162048802095,3.2348690171264876,0.8499532299558832,0.7879906208417075,0.9119158390700589,83.25247998735482,156.04058241674474,10.464377557964887,Sierra Leone
125,DHS2019_MIS2016_oldest_ruc,ruc,O-N,no,no,images,3,4107611972,CNN,DHS2019_MIS2016_oldest_ruc/epoch3-rs4107611972/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.2865119337215967,0.41403981269051304,0.1589840547526804,7.687053496870952,12.123878790611199,3.2502282031307046,0.8405192663337908,0.7647929093254812,0.9162456233421005,78.77621015092915,146.98843692943205,10.563983372426248,Sierra Leone
126,DHS2019_MIS2016_all_ruc,ruc,ON,no,no,images,1,1752564409,CNN,DHS2019_MIS2016_all_ruc/epoch1-rs1752564409/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.4566904798154551,0.6987498532866669,0.2146311063442432,5.876849790262356,8.68658941645506,3.067110164069652,0.7155733347903013,0.5473609147977527,0.8837857547828497,42.43200022430422,75.45683569006907,9.407164758539368,Sierra Leone
127,DHS2019_MIS2016_all_ruc,ruc,ON,no,no,images,2,1354146755,CNN,DHS2019_MIS2016_all_ruc/epoch2-rs1354146755/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.36753034327121326,0.6473466223898103,0.08771406415261618,6.327064440107439,9.361702265121131,3.2924266150937473,0.7723724361289079,0.592221504146021,0.9525233681117948,49.240771158275905,87.64146930077413,10.840073015777671,Sierra Leone
128,DHS2019_MIS2016_all_ruc,ruc,ON,no,no,images,3,1924663743,CNN,DHS2019_MIS2016_all_ruc/epoch3-rs1924663743/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.38821814657293535,0.6082051598592939,0.1682311332865768,6.508292805719938,9.828351340918582,3.1882342705212934,0.7668705016423042,0.6242226243337397,0.9095183789508687,53.38066392213127,96.5964900805361,10.164837763726442,Sierra Leone
129,DHS2019_MIS2016_all_none,none,ON,no,yes,images,1,1752564409,CNN$_a$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.345098397514663,0.7114615363377066,-0.02126474130838063,5.99943729929131,8.501342601204163,3.4975319973784575,0.7717498147449804,0.5356881095806644,1.0078115199092965,42.25277804786746,72.27282602304878,12.232730072686143,Sierra Leone
130,DHS2019_MIS2016_all_none,none,ON,no,yes,images,2,1354146755,CNN$_a$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.39772895310405326,0.564226000309568,0.23123190589853848,6.714518403972214,10.406662218614215,3.0223745893302123,0.7663605075924855,0.6583256952326859,0.8743953199522851,58.716683345280764,108.29861853233255,9.13474815822897,Sierra Leone
131,DHS2019_MIS2016_all_none,none,ON,no,yes,images,3,1924663743,CNN$_a$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.39634301121378285,0.6547141827401846,0.13797183968738114,6.236143971149046,9.226578625791683,3.2457093165064093,0.7559585238238893,0.58600256784013,0.9259144798076486,47.832191052586225,85.12975313791596,10.534628967256502,Sierra Leone
